-47.06132,-22.82706,0
-47.06118,-22.82729,0
-47.06111,-22.82743,0
-47.06106,-22.82757,0
-47.06101,-22.82771,0
-47.06085,-22.82824,0
-47.06084,-22.82827,0
-47.06079,-22.82844,0
-47.06075,-22.82853,0
-47.06073,-22.82857,0
-47.0607,-22.82862,0
-47.06057,-22.82889,0
-47.06044,-22.82914,0
-47.06032,-22.82939,0
-47.06031,-22.82941,0
-47.0603,-22.82945,0
-47.06029,-22.82949,0
-47.06029,-22.82953,0
-47.0603,-22.82956,0
-47.06031,-22.82957,0
-47.06033,-22.82959,0
-47.06035,-22.82964,0
-47.06037,-22.8297,0
-47.06053,-22.82967,0
-47.0607,-22.82966,0
-47.06137,-22.82964,0
-47.06151,-22.82963,0
-47.06158,-22.8296,0
-47.06164,-22.82955,0
-47.06171,-22.82948,0
-47.0617,-22.82946,0
-47.0617,-22.82944,0
-47.0617,-22.82942,0
-47.0617,-22.8294,0
-47.0617,-22.82938,0
-47.06171,-22.82936,0
-47.06171,-22.82935,0
-47.06172,-22.82933,0
-47.06173,-22.82931,0
-47.06175,-22.8293,0
-47.06176,-22.82928,0
-47.06177,-22.82927,0
-47.06179,-22.82926,0
-47.06181,-22.82924,0
-47.06183,-22.82924,0
-47.06184,-22.82923,0
-47.06186,-22.82922,0
-47.06189,-22.82922,0
-47.06191,-22.82922,0
-47.06193,-22.82921,0
-47.06196,-22.82922,0
-47.06197,-22.82922,0
-47.06198,-22.82922,0
-47.06199,-22.82922,0
-47.062,-22.82923,0
-47.06201,-22.82923,0
-47.06202,-22.82923,0
-47.06203,-22.82924,0
-47.06204,-22.82924,0
-47.06206,-22.82925,0
-47.06207,-22.82927,0
-47.06209,-22.82928,0
-47.0621,-22.82929,0
-47.06211,-22.82931,0
-47.06212,-22.82933,0
-47.06213,-22.82934,0
-47.06214,-22.82936,0
-47.06215,-22.82938,0
-47.06215,-22.82942,0
-47.06215,-22.82944,0
-47.06215,-22.82946,0
-47.06214,-22.82947,0
-47.06214,-22.82949,0
-47.06213,-22.82951,0
-47.06212,-22.82953,0
-47.06211,-22.82953,0
-47.06212,-22.82955,0
-47.06212,-22.82956,0
-47.06213,-22.82956,0
-47.06213,-22.82957,0
-47.06214,-22.82957,0
-47.06215,-22.82957,0
-47.06217,-22.82958,0
-47.06223,-22.82959,0
-47.06237,-22.82959,0
-47.06294,-22.82956,0
-47.06303,-22.82955,0
-47.06358,-22.82952,0
-47.06416,-22.82949,0
-47.06482,-22.82946,0
-47.06495,-22.82945,0
-47.06503,-22.82944,0
-47.06503,-22.82943,0
-47.06503,-22.82941,0
-47.06503,-22.8294,0
-47.06504,-22.82939,0
-47.06504,-22.82937,0
-47.06505,-22.82936,0
-47.06506,-22.82935,0
-47.06507,-22.82934,0
-47.06508,-22.82933,0
-47.06509,-22.82932,0
-47.0651,-22.82931,0
-47.06511,-22.8293,0
-47.06512,-22.82929,0
-47.06514,-22.82929,0
-47.06515,-22.82928,0
-47.06516,-22.82928,0
-47.06518,-22.82927,0
-47.06519,-22.82927,0
-47.06521,-22.82927,0
-47.06522,-22.82927,0
-47.06525,-22.82927,0
-47.06536,-22.82926,0
-47.06547,-22.82923,0
-47.06552,-22.8292,0
-47.06556,-22.82917,0
-47.06561,-22.82913,0
-47.0658,-22.82893,0
-47.06584,-22.82888,0
-47.06619,-22.82854,0
-47.06629,-22.82843,0
-47.06639,-22.82832,0
-47.06675,-22.82793,0
-47.06679,-22.82788,0
-47.06717,-22.8275,0
-47.06725,-22.82741,0
-47.06732,-22.82734,0
-47.06738,-22.82727,0
-47.06743,-22.8272,0
-47.06748,-22.82712,0
-47.06751,-22.82704,0
-47.06754,-22.82696,0
-47.06756,-22.82687,0
-47.06756,-22.82678,0
-47.06756,-22.8267,0
-47.06756,-22.82661,0
-47.06754,-22.82655,0
-47.06751,-22.82648,0
-47.06741,-22.82621,0
-47.06738,-22.82617,0
-47.06732,-22.8261,0
-47.06724,-22.82603,0
-47.06716,-22.82597,0
-47.06709,-22.82593,0
-47.06701,-22.82589,0
-47.06692,-22.82585,0
-47.06672,-22.82577,0
-47.06668,-22.82575,0
-47.06649,-22.82567,0
-47.06628,-22.82559,0
-47.06606,-22.82549,0
-47.06597,-22.82545,0
-47.06595,-22.82544,0
-47.06571,-22.82533,0
-47.06566,-22.82531,0
-47.06558,-22.82528,0
-47.06555,-22.82527,0
-47.06529,-22.82515,0
-47.06525,-22.82513,0
-47.06522,-22.8251,0
-47.0652,-22.82508,0
-47.06518,-22.82506,0
-47.06514,-22.82501,0
-47.06511,-22.82497,0
-47.06509,-22.82493,0
-47.06512,-22.82491,0
-47.06518,-22.82484,0
-47.06524,-22.82476,0
-47.06572,-22.82497,0
-47.06585,-22.82503,0
-47.0662,-22.82518,0
-47.06639,-22.82526,0
-47.06648,-22.8253,0
-47.0665,-22.8253,0
-47.06658,-22.82532,0
-47.06664,-22.82533,0
-47.06675,-22.82533,0
-47.06681,-22.82527,0
-47.06718,-22.82486,0
-47.06726,-22.82477,0
-47.06775,-22.82429,0
-47.06821,-22.82381,0
-47.06848,-22.82352,0
-47.06855,-22.82342,0
-47.0686,-22.82331,0
-47.06867,-22.82314,0
-47.06872,-22.82307,0
-47.06919,-22.82256,0
-47.06955,-22.82218,0
-47.0695,-22.82213,0
-47.06948,-22.82211,0
-47.06945,-22.82209,0
-47.06943,-22.82206,0
-47.06942,-22.82203,0
-47.06941,-22.822,0
-47.0694,-22.82197,0
-47.06939,-22.82194,0
-47.06939,-22.82192,0
-47.0694,-22.8219,0
-47.0694,-22.82188,0
-47.0694,-22.82186,0
-47.06941,-22.82185,0
-47.06941,-22.82183,0
-47.06942,-22.82182,0
-47.06943,-22.8218,0
-47.06944,-22.82179,0
-47.06947,-22.82175,0
-47.06951,-22.82173,0
-47.06955,-22.82171,0
-47.06959,-22.8217,0
-47.06963,-22.82169,0
-47.06967,-22.82168,0
-47.06971,-22.82167,0
-47.06974,-22.82167,0
-47.06978,-22.82168,0
-47.06981,-22.82169,0
-47.06983,-22.8217,0
-47.06985,-22.82171,0
-47.06987,-22.82172,0
-47.0699,-22.82174,0
-47.06991,-22.82175,0
-47.06993,-22.82177,0
-47.07016,-22.82156,0
-47.07045,-22.82125,0
-47.07077,-22.82092,0
-47.07092,-22.82076,0
-47.07111,-22.82058,0
-47.07146,-22.82021,0
-47.07175,-22.8199,0
-47.07181,-22.81984,0
-47.0719,-22.81971,0
-47.072,-22.81958,0
-47.07208,-22.81944,0
-47.07215,-22.81932,0
-47.07216,-22.8193,0
-47.07231,-22.819,0
-47.07244,-22.81877,0
-47.07235,-22.81875,0
-47.07228,-22.81872,0
-47.07223,-22.81868,0
-47.07218,-22.81863,0
-47.07214,-22.81858,0
-47.07211,-22.81852,0
-47.07209,-22.81845,0
-47.07209,-22.81839,0
-47.0721,-22.81832,0
-47.07211,-22.81826,0
-47.07214,-22.8182,0
-47.07218,-22.81814,0
-47.07222,-22.8181,0
-47.07224,-22.81809,0
-47.07229,-22.81805,0
-47.07236,-22.81803,0
-47.07236,-22.81802,0
-47.07238,-22.81802,0
-47.0724,-22.81802,0
-47.07242,-22.81801,0
-47.07244,-22.81801,0
-47.07246,-22.81801,0
-47.07248,-22.81801,0
-47.0725,-22.81801,0
-47.07252,-22.81801,0
-47.07258,-22.81772,0
-47.07261,-22.81737,0
-47.07262,-22.81726,0
-47.07264,-22.81706,0
-47.07266,-22.81686,0
-47.07267,-22.81675,0
-47.07267,-22.81654,0
-47.07267,-22.81633,0
-47.07265,-22.81612,0
-47.07263,-22.8159,0
-47.07261,-22.81574,0
-47.07257,-22.81558,0
-47.07252,-22.81543,0
-47.07246,-22.81528,0
-47.07239,-22.81513,0
-47.07231,-22.81498,0
-47.07226,-22.8149,0
-47.07223,-22.81486,0
-47.07214,-22.81474,0
-47.07204,-22.81462,0
-47.07194,-22.81451,0
-47.07182,-22.81441,0
-47.07146,-22.8141,0
-47.07141,-22.81407,0
-47.07136,-22.81403,0
-47.07125,-22.81397,0
-47.07125,-22.81398,0
-47.07124,-22.81398,0
-47.07124,-22.81399,0
-47.07123,-22.81399,0
-47.07123,-22.814,0
-47.07122,-22.814,0
-47.07121,-22.814,0
-47.07121,-22.81401,0
-47.0712,-22.81401,0
-47.07119,-22.81401,0
-47.07118,-22.81401,0
-47.07117,-22.81402,0
-47.07116,-22.81402,0
-47.07115,-22.81401,0
-47.07114,-22.81401,0
-47.07113,-22.81401,0
-47.07112,-22.81401,0
-47.07112,-22.814,0
-47.07111,-22.814,0
-47.0711,-22.814,0
-47.0711,-22.81399,0
-47.07109,-22.81399,0
-47.07109,-22.81398,0
-47.07108,-22.81398,0
-47.07108,-22.81397,0
-47.07102,-22.81397,0
-47.07098,-22.81396,0
-47.07083,-22.81392,0
-47.07081,-22.81392,0
-47.0708,-22.81391,0
-47.07078,-22.81391,0
-47.07073,-22.81388,0
-47.07067,-22.81386,0
-47.07053,-22.81383,0
-47.07013,-22.81376,0
-47.06996,-22.81375,0
-47.06985,-22.81375,0
-47.06975,-22.81376,0
-47.06956,-22.81376,0
-47.06934,-22.81377,0
-47.0692,-22.81379,0
-47.06918,-22.81379,0
-47.06902,-22.81382,0
-47.06889,-22.81385,0
-47.06877,-22.81388,0
-47.06851,-22.81396,0
-47.06838,-22.81401,0
-47.06802,-22.81319,0
-47.06773,-22.81255,0
-47.06753,-22.81255,0
-47.06743,-22.81255,0
-47.06733,-22.81256,0
-47.06719,-22.81257,0
-47.06709,-22.81259,0
-47.06697,-22.81261,0
-47.06695,-22.81261,0
-47.06685,-22.81263,0
-47.06667,-22.81268,0
-47.0666,-22.8127,0
-47.06629,-22.8128,0
-47.0661,-22.81287,0
-47.06595,-22.81293,0
-47.06592,-22.81294,0
-47.06591,-22.81295,0
-47.06575,-22.81303,0
-47.06563,-22.8131,0
-47.06553,-22.81317,0
-47.06527,-22.81336,0
-47.06502,-22.81358,0
-47.06492,-22.81368,0
-47.06483,-22.81377,0
-47.06475,-22.81386,0
-47.06456,-22.81411,0
-47.06435,-22.8144,0
-47.06425,-22.81456,0
-47.06419,-22.81464,0
-47.06417,-22.81468,0
-47.06414,-22.81473,0
-47.06408,-22.81483,0
-47.06404,-22.81492,0
-47.06479,-22.8152,0
-47.06516,-22.81534,0
-47.06605,-22.81568,0
-47.06611,-22.81571,0
-47.06641,-22.81582,0
-47.06636,-22.81593,0
-47.06631,-22.81606,0
-47.06627,-22.8162,0
-47.06624,-22.81629,0
-47.06621,-22.81642,0
-47.06617,-22.81663,0
-47.06615,-22.81693,0
-47.06615,-22.8171,0
-47.06616,-22.81737,0
-47.06625,-22.81798,0
-47.06642,-22.81838,0
-47.06663,-22.81879,0
-47.06666,-22.81884,0
-47.06679,-22.81904,0
-47.06692,-22.81919,0
-47.06701,-22.81928,0
-47.0672,-22.81947,0
-47.06737,-22.81961,0
-47.06779,-22.8199,0
-47.06791,-22.81998,0
-47.06795,-22.82,0
-47.06799,-22.82002,0
-47.06837,-22.82021,0
-47.06789,-22.82125,0
-47.06785,-22.82135,0
-47.06773,-22.82131,0
-47.06711,-22.82107,0
-47.067,-22.82102,0
-47.06683,-22.82093,0
-47.0666,-22.8208,0
-47.06643,-22.82071,0
-47.06641,-22.8207,0
-47.06616,-22.82053,0
-47.06612,-22.8205,0
-47.06581,-22.82026,0
-47.0656,-22.82009,0
-47.06552,-22.82003,0
-47.06519,-22.81977,0
-47.06498,-22.81962,0
-47.06493,-22.81957,0
-47.0649,-22.81954,0
-47.06482,-22.81947,0
-47.06474,-22.81939,0
-47.06464,-22.81927,0
-47.06454,-22.81914,0
-47.06453,-22.81913,0
-47.06436,-22.81884,0
-47.06429,-22.81872,0
